h1,h2,iteration,learning_rate,sigmoid_testError,tanh_testError
3,4,5000,0.081,0.8904627,1.999987535
3,4,5000,0.091,0.890462871,2
3,4,5000,0.101,0.890462903,2
3,5,500,0.001,0.86264962,0.3829331
3,5,500,0.011,0.381231709,0.906064267
3,5,500,0.021,0.315605292,1.999478668
3,5,500,0.031,0.347407271,1.999998854
3,5,500,0.041,0.768826558,1.999997898
3,5,500,0.051,0.369669023,1.999999999
3,5,500,0.061,0.890492479,1.999999997
3,5,500,0.071,0.890477521,2
3,5,500,0.081,0.890450669,3.999999174
3,5,500,0.091,0.890503331,1.999999979
3,5,500,0.101,0.890495598,4.199999986
3,5,800,0.001,0.806947528,0.358142698
3,5,800,0.011,0.295473497,0.899083856
3,5,800,0.021,0.166075873,1.999787852
3,5,800,0.031,0.314758028,1.999998833
3,5,800,0.041,0.362028346,1.999997765
3,5,800,0.051,0.392042945,1.999999999
3,5,800,0.061,0.889840628,1.999999997
3,5,800,0.071,0.890476668,2
3,5,800,0.081,0.890388967,3.999999153
3,5,800,0.091,0.890491648,1.999999979
3,5,800,0.101,0.890462089,4.199999986
3,5,1000,0.001,0.758738423,0.356435131
3,5,1000,0.011,0.187615874,0.896059137
3,5,1000,0.021,0.127100141,1.999390556
3,5,1000,0.031,0.356921175,1.999998817
3,5,1000,0.041,0.359164319,1.999997665
3,5,1000,0.051,0.355888874,1.999999999
3,5,1000,0.061,1.078270055,1.999999997
3,5,1000,0.071,0.890480336,2
3,5,1000,0.081,0.890434893,3.999999139
3,5,1000,0.091,0.890487721,1.999999979
3,5,1000,0.101,0.890462076,4.199999986
3,5,1500,0.001,0.629265484,0.356997541
3,5,1500,0.011,0.082850481,0.892387502
3,5,1500,0.021,0.120332074,1.999686052
3,5,1500,0.031,0.356028158,1.999998778
3,5,1500,0.041,0.300680006,1.999997367
3,5,1500,0.051,0.361298182,1.999999999
3,5,1500,0.061,0.890461759,1.999999997
3,5,1500,0.071,0.890522159,2
3,5,1500,0.081,0.890461295,3.999999102
3,5,1500,0.091,0.499553016,1.999999979
3,5,1500,0.101,0.890462042,4.199999986
3,5,2000,0.001,0.535994145,0.366017614
3,5,2000,0.011,0.090043257,0.891134901
3,5,2000,0.021,0.123586001,1.996977236
3,5,2000,0.031,0.306939552,1.999998735
3,5,2000,0.041,0.304439736,1.999996971
3,5,2000,0.051,0.358817065,1.999999999
3,5,2000,0.061,0.890461479,1.999999997
3,5,2000,0.071,0.890270113,2
3,5,2000,0.081,0.890461087,3.999999061
3,5,2000,0.091,0.890448103,1.999999978
3,5,2000,0.101,0.890462005,4.199999986
3,5,3000,0.001,0.447784866,0.184218161
3,5,3000,0.011,0.116243509,0.890547449
3,5,3000,0.021,0.126797361,1.993797262
3,5,3000,0.031,0.352894534,1.999998639
3,5,3000,0.041,0.354025888,1.999995588
3,5,3000,0.051,0.077702584,1.999999999
3,5,3000,0.061,0.890460633,1.999999997
3,5,3000,0.071,0.365934947,2
3,5,3000,0.081,0.890460449,3.999998966
3,5,3000,0.091,0.891094022,1.999999978
3,5,3000,0.101,0.890461919,4.199999986
3,5,4000,0.001,0.412372676,0.137115809
3,5,4000,0.011,0.126239577,0.890473918
3,5,4000,0.021,0.127257587,1.999754734
3,5,4000,0.031,0.120254537,1.999998525
3,5,4000,0.041,0.353377324,1.999991438
3,5,4000,0.051,0.117289149,1.999999999
3,5,4000,0.061,0.890456922,1.999999997
3,5,4000,0.071,0.355897686,2
3,5,4000,0.081,0.890459105,3.999998851
3,5,4000,0.091,0.89046159,1.999999978
3,5,4000,0.101,0.890461814,4.199999986
3,5,5000,0.001,0.390680842,0.111075198
3,5,5000,0.011,0.130017349,0.890464435
3,5,5000,0.021,0.129568575,1.999907764
3,5,5000,0.031,0.122226504,1.999998388
3,5,5000,0.041,0.353345604,4.178613732
3,5,5000,0.051,0.125672765,1.999999999
3,5,5000,0.061,0.357399927,1.999999997
3,5,5000,0.071,0.353978615,2
3,5,5000,0.081,0.890454257,3.999998707
3,5,5000,0.091,0.890460994,1.999999978
3,5,5000,0.101,0.890461683,4.199999986
4,2,500,0.001,0.853272344,0.403901548
4,2,500,0.011,0.429539288,0.352196883
4,2,500,0.021,0.348354651,1.839562411
4,2,500,0.031,0.30315032,1.994607771
4,2,500,0.041,0.32601498,1.999771622
4,2,500,0.051,0.348864012,1.999990398
4,2,500,0.061,0.274638354,1.999984011
4,2,500,0.071,0.276581644,1.999998662
4,2,500,0.081,0.317720736,1.999995569
4,2,500,0.091,0.277978879,1.999994283
4,2,500,0.101,0.89046295,1.999981713
4,2,800,0.001,0.779640112,0.367567036
4,2,800,0.011,0.38674676,0.351952483
4,2,800,0.021,0.267021898,1.617296438
4,2,800,0.031,0.253797435,1.995087586
4,2,800,0.041,0.269858284,1.999859926
4,2,800,0.051,0.269870546,1.999989752
4,2,800,0.061,0.252486705,1.999978571
4,2,800,0.071,0.268043534,1.999998632
4,2,800,0.081,0.285869193,1.999995059
4,2,800,0.091,0.315918806,1.999993479
4,2,800,0.101,0.89046295,1.99996831
4,2,1000,0.001,0.737801675,0.364628638
4,2,1000,0.011,0.326876997,0.351840133
4,2,1000,0.021,0.243599346,1.816817651
4,2,1000,0.031,0.244715194,1.990854263
4,2,1000,0.041,0.254287755,1.999748284
4,2,1000,0.051,0.254656024,1.999989266
4,2,1000,0.061,0.230898201,1.999971658
4,2,1000,0.071,0.237006091,1.999998611
4,2,1000,0.081,0.245593242,1.999994648
4,2,1000,0.091,0.283896973,1.999992805
4,2,1000,0.101,0.89046295,1.999937192
4,2,1500,0.001,0.650329973,0.360871631
4,2,1500,0.011,0.260654843,0.35164154
4,2,1500,0.021,0.239805527,1.699681945
4,2,1500,0.031,0.230248954,1.972433118
4,2,1500,0.041,0.237114409,1.999847035
4,2,1500,0.051,0.23906481,1.999987796
4,2,1500,0.061,0.218971818,1.999686561
4,2,1500,0.071,0.212453586,1.999998555
4,2,1500,0.081,0.22709186,1.999993245
4,2,1500,0.091,0.242921474,1.999990299
4,2,1500,0.101,0.89046295,1.999999595
4,2,2000,0.001,0.585897812,0.358828073
4,2,2000,0.011,0.239804693,0.351506633
4,2,2000,0.021,0.239613841,1.291962704
4,2,2000,0.031,0.233657951,1.998426159
4,2,2000,0.041,0.232324517,1.999869447
4,2,2000,0.051,0.230709794,1.999985802
4,2,2000,0.061,0.227673318,1.999996769
4,2,2000,0.071,0.224887391,1.999998495
4,2,2000,0.081,0.220521941,1.999990844
4,2,2000,0.091,0.212345992,1.999985113
4,2,2000,0.101,0.89046295,1.999999586
4,2,3000,0.001,0.507304745,0.356591791
4,2,3000,0.011,0.24451646,0.351328843
4,2,3000,0.021,0.235146051,0.912893511
4,2,3000,0.031,0.228685184,2.785901379
4,2,3000,0.041,0.225111043,1.999889596
4,2,3000,0.051,0.220386251,1.999978341
4,2,3000,0.061,0.226672792,1.999996387
4,2,3000,0.071,0.216432709,1.999998357
4,2,3000,0.081,0.213086493,1.999968321
4,2,3000,0.091,0.220268676,1.999999998
4,2,3000,0.101,0.89046295,1.999999565
4,2,4000,0.001,0.465032235,0.355409547
4,2,4000,0.011,0.240339003,0.351213769
4,2,4000,0.021,0.22971373,0.908929225
4,2,4000,0.031,0.22405998,1.989416479
4,2,4000,0.041,0.220426389,1.999491589
4,2,4000,0.051,0.217899617,1.999944533
4,2,4000,0.061,0.214696644,1.999995868
4,2,4000,0.071,0.213678504,1.999998192
4,2,4000,0.081,0.211358862,1.999999986
4,2,4000,0.091,0.211933858,1.999999998
4,2,4000,0.101,0.89046295,1.999999541
4,2,5000,0.001,0.439183834,0.354652174
4,2,5000,0.011,0.236694978,0.351131722
4,2,5000,0.021,0.225524025,0.908921359
4,2,5000,0.031,0.220260679,1.997888068
4,2,5000,0.041,0.216829759,1.999122937
4,2,5000,0.051,0.214400929,1.99983686
4,2,5000,0.061,0.211918868,1.999995096
4,2,5000,0.071,0.210461106,1.99999799
4,2,5000,0.081,0.208464871,1.999999986
4,2,5000,0.091,0.208110376,1.999999998
4,2,5000,0.101,0.89046295,1.999999515
4,3,500,0.001,0.903844925,0.371621548
4,3,500,0.011,0.330468134,0.890459099
4,3,500,0.021,0.146594769,1.983845695
4,3,500,0.031,0.167282912,1.999982098
4,3,500,0.041,0.229019797,1.999977953
4,3,500,0.051,0.317940954,1.999999857
4,3,500,0.061,0.359564625,1.999999999
4,3,500,0.071,0.358196524,1.999991506
4,3,500,0.081,0.890433281,1.999996944
4,3,500,0.091,0.360283168,1.999995951
4,3,500,0.101,0.890336186,1.999998903
4,3,800,0.001,0.89257376,0.141821624
4,3,800,0.011,0.161993149,0.890437957
4,3,800,0.021,0.097038935,1.748978399
4,3,800,0.031,0.090886073,1.999979699
4,3,800,0.041,0.088880202,1.999973606
4,3,800,0.051,0.347412661,1.999999857
4,3,800,0.061,0.355963169,1.999999999
4,3,800,0.071,0.356794658,1.999990129
4,3,800,0.081,0.889813339,1.999996772
4,3,800,0.091,0.36896048,1.999995515
4,3,800,0.101,0.367534742,1.999998832
4,3,1000,0.001,0.890596344,0.236806419
4,3,1000,0.011,0.108645567,0.890416524
4,3,1000,0.021,0.079007366,1.996448248
4,3,1000,0.031,0.068016335,1.999977538
4,3,1000,0.041,0.065334713,1.999969354
4,3,1000,0.051,0.091630462,1.999999857
4,3,1000,0.061,0.35520591,1.999999999
4,3,1000,0.071,0.355042019,1.999988904
4,3,1000,0.081,0.37823576,1.999996646
4,3,1000,0.091,0.354864619,1.999995163
4,3,1000,0.101,0.363602764,1.99999878
4,3,1500,0.001,0.886587708,0.176117516
4,3,1500,0.011,0.088484944,0.93132805
4,3,1500,0.021,0.085383319,1.936033429
4,3,1500,0.031,0.084024245,1.999967709
4,3,1500,0.041,0.09271433,1.999942627
4,3,1500,0.051,0.071298422,1.999999857
4,3,1500,0.061,0.353960823,1.999999999
4,3,1500,0.071,0.353827981,1.999983531
4,3,1500,0.081,0.375329645,1.999996283
4,3,1500,0.091,0.354989984,1.999993944
4,3,1500,0.101,0.359647104,1.999998626
4,3,2000,0.001,0.876610395,0.152798796
4,3,2000,0.011,0.103030487,0.890451328
4,3,2000,0.021,0.109226811,1.906139196
4,3,2000,0.031,0.109898614,1.999925683
4,3,2000,0.041,0.119910294,1.999966993
4,3,2000,0.051,0.108786809,1.999999856
4,3,2000,0.061,0.372744995,1.999999999
4,3,2000,0.071,0.351919683,1.999961159
4,3,2000,0.081,0.366717133,1.999995831
4,3,2000,0.091,0.354437615,1.999991785
4,3,2000,0.101,0.357853162,1.999998429
4,3,3000,0.001,0.725850949,0.132810391
4,3,3000,0.011,0.117892672,0.890401221
4,3,3000,0.021,0.121313875,1.998678227
4,3,3000,0.031,0.118598023,1.999907391
4,3,3000,0.041,0.125271298,1.99999074
4,3,3000,0.051,0.124383456,1.999999855
4,3,3000,0.061,0.352080457,1.999999999
4,3,3000,0.071,0.330354895,1.999971619
4,3,3000,0.081,0.890459989,1.999994493
4,3,3000,0.091,0.183163948,1.999962703
4,3,3000,0.101,0.356248831,1.999997792
4,3,4000,0.001,0.436589424,0.124642596
4,3,4000,0.011,0.12465356,0.890463168
4,3,4000,0.021,0.126995532,1.976283582
4,3,4000,0.031,0.128556344,1.999979018
4,3,4000,0.041,0.127327762,1.999986432
4,3,4000,0.051,0.127575683,1.999999854
4,3,4000,0.061,0.194377352,1.999999999
4,3,4000,0.071,0.055797001,1.999999989
4,3,4000,0.081,0.890459257,1.999991882
4,3,4000,0.091,0.119878193,1.999998871
4,3,4000,0.101,0.890462595,1.999996287
4,3,5000,0.001,0.362462961,0.119956553
4,3,5000,0.011,0.126709502,0.890463153
4,3,5000,0.021,0.127753711,1.994133189
4,3,5000,0.031,0.129135753,1.999963912
4,3,5000,0.041,0.128395593,1.999973131
4,3,5000,0.051,0.127703901,1.999999854
4,3,5000,0.061,0.124998611,1.999999999
4,3,5000,0.071,0.133727314,1.999999989
4,3,5000,0.081,0.890457861,1.999984464
4,3,5000,0.091,0.177013715,1.999998611
4,3,5000,0.101,0.357302568,1.999988315
4,4,500,0.001,0.864853871,0.221697479
4,4,500,0.011,0.405373812,0.895789766
4,4,500,0.021,0.377249531,1.999160912
4,4,500,0.031,0.254224776,1.999971239
4,4,500,0.041,0.15896989,1.99999921
4,4,500,0.051,0.378587545,1.999997105
4,4,500,0.061,0.364717875,1.999956931
4,4,500,0.071,0.325514847,1.999999569
4,4,500,0.081,0.88915523,5.799999017
4,4,500,0.091,0.361705217,4.199997774
4,4,500,0.101,0.890421532,5.799819361
4,4,800,0.001,0.805015447,0.258699655
4,4,800,0.011,0.314820335,0.890420552
4,4,800,0.021,0.169734713,1.999823097
4,4,800,0.031,0.147092236,1.999960484
4,4,800,0.041,0.152154136,1.999999201
4,4,800,0.051,0.360722007,1.99999686
4,4,800,0.061,0.129389972,1.999999861
4,4,800,0.071,0.157822287,1.999999564
4,4,800,0.081,0.348674623,5.799999
4,4,800,0.091,0.247376762,4.199997641
4,4,800,0.101,0.890467697,5.799999386
4,4,1000,0.001,0.754235856,0.178888802
4,4,1000,0.011,0.2432234,0.890395154
4,4,1000,0.021,0.130398765,1.9992369
4,4,1000,0.031,0.11253136,1.999946107
4,4,1000,0.041,0.114780177,1.999999195
4,4,1000,0.051,0.359179355,1.999996672
4,4,1000,0.061,0.114700809,1.99999986
4,4,1000,0.071,0.126686591,1.99999956
4,4,1000,0.081,0.360083051,5.799998989
4,4,1000,0.091,0.086043693,4.199997544
4,4,1000,0.101,0.890466756,5.79999938
4,4,1500,0.001,0.62382304,0.110649968
4,4,1500,0.011,0.130472954,0.896369336
4,4,1500,0.021,0.122457098,1.999353082
4,4,1500,0.031,0.124427903,1.999982364
4,4,1500,0.041,0.153615014,1.99999918
4,4,1500,0.051,0.357487295,1.99999608
4,4,1500,0.061,0.121348962,1.999999856
4,4,1500,0.071,0.129248704,1.99999955
4,4,1500,0.081,0.359500287,5.799998958
4,4,1500,0.091,0.118514508,4.19999726
4,4,1500,0.101,0.890465383,5.799999367
4,4,2000,0.001,0.538260577,0.109058239
4,4,2000,0.011,0.128237883,0.890491158
4,4,2000,0.021,0.125638833,1.999789985
4,4,2000,0.031,0.133499865,1.999974528
4,4,2000,0.041,0.123781379,1.999999164
4,4,2000,0.051,0.356823484,1.99999522
4,4,2000,0.061,0.128823051,1.999999851
4,4,2000,0.071,0.12331084,1.99999954
4,4,2000,0.081,0.363943714,5.799998926
4,4,2000,0.091,0.128567169,4.199996902
4,4,2000,0.101,0.890464621,5.799999353
4,4,3000,0.001,0.4622521,0.131540426
4,4,3000,0.011,0.129909842,0.890461894
4,4,3000,0.021,0.126366263,1.821916543
4,4,3000,0.031,0.169323736,1.999991769
4,4,3000,0.041,0.133984945,1.99999913
4,4,3000,0.051,0.390220323,1.999991376
4,4,3000,0.061,0.125579654,1.999999842
4,4,3000,0.071,0.120561807,1.999999518
4,4,3000,0.081,0.357062736,5.799998856
4,4,3000,0.091,0.161266172,4.199995804
4,4,3000,0.101,0.890463756,5.799999322
4,4,4000,0.001,0.430460219,0.133940615
4,4,4000,0.011,0.131884139,0.89046169
4,4,4000,0.021,0.13149265,1.999796359
4,4,4000,0.031,0.126460723,1.999986777
4,4,4000,0.041,0.127509195,1.999999093
4,4,4000,0.051,0.355230083,1.999951691
4,4,4000,0.061,0.128580316,1.999999831
4,4,4000,0.071,0.128624653,1.999999493
4,4,4000,0.081,0.353704304,5.799998776
4,4,4000,0.091,0.128247071,4.1999935
4,4,4000,0.101,0.890463227,5.799999289
4,4,5000,0.001,0.412582825,0.133135268
4,4,5000,0.011,0.131345255,0.890461401
4,4,5000,0.021,0.136429313,1.997648188
4,4,5000,0.031,0.139737801,1.999965005
4,4,5000,0.041,0.128512278,1.999999053
4,4,5000,0.051,0.35563455,1.999999838
4,4,5000,0.061,0.128522426,1.999999818
4,4,5000,0.071,0.128477619,1.999999464
4,4,5000,0.081,0.359716892,5.799998683
4,4,5000,0.091,0.12811795,4.199985583
4,4,5000,0.101,0.890462816,5.799999252
4,5,500,0.001,0.888259289,0.169596961
4,5,500,0.011,0.328339206,0.890479348
4,5,500,0.021,0.378333058,1.999822504
4,5,500,0.031,0.23444541,1.99999998
4,5,500,0.041,0.16238619,1.999999666
4,5,500,0.051,0.374337337,3.799999016
4,5,500,0.061,0.362293331,1.999999999
4,5,500,0.071,0.366572841,2
4,5,500,0.081,0.890488855,3.999997207
4,5,500,0.091,0.890489616,2
4,5,500,0.101,0.408538488,1.999999884
4,5,800,0.001,0.883705132,0.229532164
4,5,800,0.011,0.370559167,0.890476499
4,5,800,0.021,0.103040863,1.999739024
4,5,800,0.031,0.104361272,1.99999998
4,5,800,0.041,0.126652643,1.999999664
4,5,800,0.051,0.887163187,3.799998996
4,5,800,0.061,0.356107297,1.999999999
4,5,800,0.071,0.360194151,2
4,5,800,0.081,0.890479012,3.99999696
4,5,800,0.091,0.890477155,2
4,5,800,0.101,0.890474297,1.999999883
4,5,1000,0.001,0.875969132,0.202933243
4,5,1000,0.011,0.133863737,0.890475094
4,5,1000,0.021,0.079793491,1.999988947
4,5,1000,0.031,0.08017194,1.99999998
4,5,1000,0.041,0.123283527,1.999999663
4,5,1000,0.051,0.890355474,3.799998981
4,5,1000,0.061,0.355687913,1.999999999
4,5,1000,0.071,0.353645056,2
4,5,1000,0.081,0.890475835,3.99999677
4,5,1000,0.091,0.890473312,2
4,5,1000,0.101,0.890472244,1.999999882
4,5,1500,0.001,0.83356251,0.179778059
4,5,1500,0.011,0.088428852,0.890472597
4,5,1500,0.021,0.084330008,1.999987426
4,5,1500,0.031,0.088433608,1.99999998
4,5,1500,0.041,0.122728518,1.99999966
4,5,1500,0.051,0.362936926,3.799998944
4,5,1500,0.061,0.354980257,1.999999999
4,5,1500,0.071,0.364009415,2
4,5,1500,0.081,0.890471641,3.999996171
4,5,1500,0.091,0.890467515,2
4,5,1500,0.101,0.890469423,1.99999988
4,5,2000,0.001,0.687279197,0.164983299
4,5,2000,0.011,0.104137995,0.890470952
4,5,2000,0.021,0.10898047,1.999985351
4,5,2000,0.031,0.114610252,1.99999998
4,5,2000,0.041,0.126188014,1.999999658
4,5,2000,0.051,0.317781799,3.799998903
4,5,2000,0.061,0.354383011,1.999999999
4,5,2000,0.071,0.361260602,2
4,5,2000,0.081,0.890469545,3.999995298
4,5,2000,0.091,0.890460338,2
4,5,2000,0.101,0.890467963,1.999999879
4,5,3000,0.001,0.435174236,0.145484895
4,5,3000,0.011,0.122712145,0.890468917
4,5,3000,0.021,0.120387281,1.999977443
4,5,3000,0.031,0.125263644,1.99999998
4,5,3000,0.041,0.125633583,1.999999652
4,5,3000,0.051,0.353944826,3.799998811
4,5,3000,0.061,0.351381513,1.999999999
4,5,3000,0.071,0.358407084,2
4,5,3000,0.081,0.890467432,3.999991366
4,5,3000,0.091,0.36000589,2
4,5,3000,0.101,0.890466453,1.999999875
4,5,4000,0.001,0.385829248,0.135072938
4,5,4000,0.011,0.126875378,0.890467705
4,5,4000,0.021,0.128671316,1.999941323
4,5,4000,0.031,0.129319689,1.99999998
4,5,4000,0.041,0.126999046,1.999999646
4,5,4000,0.051,0.352422311,3.799998702
4,5,4000,0.061,0.118021693,1.999999999
4,5,4000,0.071,0.355254896,2
4,5,4000,0.081,0.89046636,3.999947434
4,5,4000,0.091,0.356249332,2
4,5,4000,0.101,0.89046567,1.999999871
4,5,5000,0.001,0.339565104,0.125600339
4,5,5000,0.011,0.126288184,0.890466901
4,5,5000,0.021,0.129610839,1.999948077
4,5,5000,0.031,0.130198429,1.99999998
4,5,5000,0.041,0.127746696,1.99999964
4,5,5000,0.051,0.120588817,3.79999857
4,5,5000,0.061,0.128318804,1.999999999
4,5,5000,0.071,0.354130374,2
4,5,5000,0.081,0.890465708,2
4,5,5000,0.091,0.354985975,2
4,5,5000,0.101,0.890465187,1.999999867
5,2,500,0.001,0.916288604,0.506839051
5,2,500,0.011,0.396587183,0.890299848
5,2,500,0.021,0.334345157,1.000334134
5,2,500,0.031,0.338810806,1.949213999
5,2,500,0.041,0.361757788,1.999856976
5,2,500,0.051,0.344860266,1.999948039
5,2,500,0.061,0.377053463,1.999997804
5,2,500,0.071,0.890529875,1.999992306
5,2,500,0.081,0.890341681,1.999998615
5,2,500,0.091,0.384446793,1.999998761
5,2,500,0.101,0.370114362,1.99999821
5,2,800,0.001,0.895541451,0.367834545
5,2,800,0.011,0.312185431,0.89012268
5,2,800,0.021,0.290217261,0.913221427
5,2,800,0.031,0.257916724,1.997246955
5,2,800,0.041,0.287938664,1.994107092
5,2,800,0.051,0.356996184,1.999705892
5,2,800,0.061,0.363324035,1.999997774
5,2,800,0.071,0.89047796,1.999990874
5,2,800,0.081,0.890517439,1.999998574
5,2,800,0.091,0.367208842,1.999998742
5,2,800,0.101,0.355426521,1.999998141
5,2,1000,0.001,0.89155867,0.364399784
5,2,1000,0.011,0.349447679,0.360746188
5,2,1000,0.021,0.25891281,0.908427875
5,2,1000,0.031,0.234964935,1.996137705
5,2,1000,0.041,0.266783433,1.999153845
5,2,1000,0.051,0.355260555,1.999842314
5,2,1000,0.061,0.359601835,1.999997753
5,2,1000,0.071,0.890472628,1.99998958
5,2,1000,0.081,0.890491407,1.999998546
5,2,1000,0.091,0.360549584,1.999998729
5,2,1000,0.101,0.890458209,1.999998091
5,2,1500,0.001,0.889208208,0.360666637
5,2,1500,0.011,0.235635431,0.359883039
5,2,1500,0.021,0.253999032,0.915222736
5,2,1500,0.031,0.250371705,1.998430316
5,2,1500,0.041,0.24134522,1.998604884
5,2,1500,0.051,0.353668012,1.999976904
5,2,1500,0.061,0.830909117,1.999997699
5,2,1500,0.071,0.890467702,1.999983859
5,2,1500,0.081,0.890476217,1.999998468
5,2,1500,0.091,0.354732734,1.999998695
5,2,1500,0.101,0.890472167,1.999997949
5,2,2000,0.001,0.888206072,0.358864843
5,2,2000,0.011,0.226834541,0.355301781
5,2,2000,0.021,0.246934215,0.917099778
5,2,2000,0.031,0.243167333,1.998498084
5,2,2000,0.041,0.234582659,1.999913587
5,2,2000,0.051,0.352906485,1.999962375
5,2,2000,0.061,0.890369115,1.999997642
5,2,2000,0.071,0.890465765,1.99996421
5,2,2000,0.081,0.890471685,1.999998382
5,2,2000,0.091,0.344004783,1.999998658
5,2,2000,0.101,0.890468511,1.999997775
5,2,3000,0.001,0.807511448,0.35693631
5,2,3000,0.011,0.254613209,0.352308038
5,2,3000,0.021,0.23773723,0.875471642
5,2,3000,0.031,0.233948371,1.996715319
5,2,3000,0.041,0.229336507,1.999587785
5,2,3000,0.051,0.241859953,1.999987494
5,2,3000,0.061,0.358527038,1.999997518
5,2,3000,0.071,0.890463939,1.999999135
5,2,3000,0.081,0.890468181,1.999998175
5,2,3000,0.091,0.34924922,1.999998579
5,2,3000,0.101,0.890466042,1.99999725
5,2,4000,0.001,0.522335107,0.355847109
5,2,4000,0.011,0.245032365,0.351025108
5,2,4000,0.021,0.232083411,0.875459744
5,2,4000,0.031,0.227556359,1.996038732
5,2,4000,0.041,0.221926929,1.999677888
5,2,4000,0.051,0.226978759,1.999981138
5,2,4000,0.061,0.355028329,1.99999738
5,2,4000,0.071,0.890462863,1.999999082
5,2,4000,0.081,0.890466699,1.999997903
5,2,4000,0.091,0.810224837,1.99999849
5,2,4000,0.101,0.890465077,1.999995885
5,2,5000,0.001,0.41705477,0.355127578
5,2,5000,0.011,0.23946588,0.351392996
5,2,5000,0.021,0.228059077,0.875447274
5,2,5000,0.031,0.223041243,1.995079142
5,2,5000,0.041,0.217882961,1.997676689
5,2,5000,0.051,0.221161601,1.999953942
5,2,5000,0.061,0.354672291,1.999997224
5,2,5000,0.071,0.890461841,1.999999022
5,2,5000,0.081,0.890465876,1.999997532
5,2,5000,0.091,0.890464063,1.999998387
5,2,5000,0.101,0.89046456,3.79999128
5,3,500,0.001,0.889323798,0.112312571
5,3,500,0.011,0.301303284,0.890460923
5,3,500,0.021,0.206635802,1.894737363
5,3,500,0.031,0.130015574,1.999129712
5,3,500,0.041,0.124874528,1.999989513
5,3,500,0.051,0.357054317,1.99998296
5,3,500,0.061,0.890490462,1.999994557
5,3,500,0.071,0.207436524,1.999999913
5,3,500,0.081,0.36601186,1.999999994
5,3,500,0.091,0.890480114,1.9999999
5,3,500,0.101,0.890476727,1.999983121
5,3,800,0.001,0.86672922,0.088954121
5,3,800,0.011,0.177273493,0.890463593
5,3,800,0.021,0.092310646,1.988255188
5,3,800,0.031,0.085179361,1.998523037
5,3,800,0.041,0.07884677,1.999987233
5,3,800,0.051,0.1647475,1.999972748
5,3,800,0.061,0.890468576,1.999993664
5,3,800,0.071,0.133830537,1.999999913
5,3,800,0.081,0.360371414,1.999999994
5,3,800,0.091,0.890472719,1.9999999
5,3,800,0.101,0.890462416,1.999957301
5,3,1000,0.001,0.853457341,0.091706635
5,3,1000,0.011,0.13570798,0.890463621
5,3,1000,0.021,0.084243817,1.997492281
5,3,1000,0.031,0.079939735,1.998779008
5,3,1000,0.041,0.07913465,1.999985055
5,3,1000,0.051,0.117747089,1.999954628
5,3,1000,0.061,0.890460333,1.999992885
5,3,1000,0.071,0.123857318,1.999999913
5,3,1000,0.081,0.35881108,1.999999994
5,3,1000,0.091,0.890470108,1.9999999
5,3,1000,0.101,0.890400148,3.540100084
5,3,1500,0.001,0.771686054,0.101967628
5,3,1500,0.011,0.126846166,0.890462965
5,3,1500,0.021,0.099218568,1.996854195
5,3,1500,0.031,0.102001327,1.99997496
5,3,1500,0.041,0.106341636,1.999973818
5,3,1500,0.051,0.083550789,1.99999999
5,3,1500,0.061,0.890430637,1.999989715
5,3,1500,0.071,0.126038554,1.999999913
5,3,1500,0.081,0.356508062,1.999999994
5,3,1500,0.091,0.890466208,1.999999899
5,3,1500,0.101,0.890450082,1.999999164
5,3,2000,0.001,0.580794878,0.110167195
5,3,2000,0.011,0.128423808,0.89046182
5,3,2000,0.021,0.113779371,1.981371077
5,3,2000,0.031,0.118779482,1.999963626
5,3,2000,0.041,0.123666978,1.999891209
5,3,2000,0.051,0.124575371,1.99999999
5,3,2000,0.061,0.890415465,1.999981403
5,3,2000,0.071,0.134158771,1.999999912
5,3,2000,0.081,0.355381613,1.999999994
5,3,2000,0.091,0.890463567,1.999999898
5,3,2000,0.101,0.485584414,1.99999912
5,3,3000,0.001,0.428530396,0.121812894
5,3,3000,0.011,0.128370105,0.890446225
5,3,3000,0.021,0.124037449,1.995708813
5,3,3000,0.031,0.126081444,1.999908774
5,3,3000,0.041,0.127103091,1.99999951
5,3,3000,0.051,0.144193534,1.99999999
5,3,3000,0.061,0.361272891,1.999999954
5,3,3000,0.071,0.128719279,1.999999912
5,3,3000,0.081,0.354333351,1.999999994
5,3,3000,0.091,0.890455963,1.999999897
5,3,3000,0.101,0.89046371,1.999999017
5,3,4000,0.001,0.390679745,0.127328248
5,3,4000,0.011,0.130019363,0.966157178
5,3,4000,0.021,0.12932681,1.67056803
5,3,4000,0.031,0.128658832,1.999961366
5,3,4000,0.041,0.12780143,1.999999503
5,3,4000,0.051,0.134610505,1.99999999
5,3,4000,0.061,0.364713338,1.999999954
5,3,4000,0.071,0.128403987,1.999999911
5,3,4000,0.081,0.353797067,1.999999994
5,3,4000,0.091,0.890414132,1.999999896
5,3,4000,0.101,0.890462949,1.999998886
5,3,5000,0.001,0.341707082,0.129179874
5,3,5000,0.011,0.131795081,0.92659872
5,3,5000,0.021,0.130339489,1.989396726
5,3,5000,0.031,0.129313484,1.999974405
5,3,5000,0.041,0.128835378,1.999999495
5,3,5000,0.051,0.128779469,1.99999999
5,3,5000,0.061,0.356769738,1.999999954
5,3,5000,0.071,0.128277694,1.99999991
5,3,5000,0.081,0.353798628,1.999999994
5,3,5000,0.091,0.890453192,1.999999894
